ECR,Player,Tipoff (ET),Opponent,Today,Yesterday,Difference,Name,Team,Pos,Key,Price,run_ts
288,Bismack Biyombo (PHO - C),10:00PM,DAL,"$4,900",-,-,Bismack Biyombo,PHX,C,Bismack Biyombo-PHX,4900,2023-01-26 16:30:29.131935
185,Alec Burks (DET - PG/SG),7:30PM,@BKN,"$4,500",-,-,Alec Burks,DET,PG/SG,Alec Burks-DET,4500,2023-01-26 16:30:29.131935
-,Markieff Morris (BKN - PF/SF),7:30PM,DET,"$3,500","$3,600",-100,Markieff Morris,BKN,PF/SF,Markieff Morris-BKN,3500,2023-01-26 16:30:29.131935
153,Marcus Morris Sr. (LAC - PF/SF),10:30PM,SAS,"$4,500",-,-,Marcus Morris,LAC,PF/SF,Marcus Morris-LAC,4500,2023-01-26 16:30:29.131935
65,Kawhi Leonard (LAC - SF/PF),10:30PM,SAS,"$9,500",-,-,Kawhi Leonard,LAC,SF/PF,Kawhi Leonard-LAC,9500,2023-01-26 16:30:29.131935
22,Nikola Vucevic (CHI - C),7:30PM,@CHA,"$8,400",-,-,Nikola Vucevic,CHI,C,Nikola Vucevic-CHI,8400,2023-01-26 16:30:29.131935
164,Reggie Jackson (LAC - PG),10:30PM,SAS,"$4,400",-,-,Reggie Jackson,LAC,PG,Reggie Jackson-LAC,4400,2023-01-26 16:30:29.131935
-,Cory Joseph (DET - PG),7:30PM,@BKN,"$3,700",-,-,Cory Joseph,DET,PG,Cory Joseph-DET,3700,2023-01-26 16:30:29.131935
98,Bojan Bogdanovic (DET - SF/PF),7:30PM,@BKN,"$6,900",-,-,Bojan Bogdanovic,DET,SF/PF,Bojan Bogdanovic-DET,6900,2023-01-26 16:30:29.131935
114,Isaiah Stewart (DET - C/PF),7:30PM,@BKN,"$5,600",-,-,Isaiah Stewart,DET,C/PF,Isaiah Stewart-DET,5600,2023-01-26 16:30:29.131935
134,Patrick Williams (CHI - SF/PF),7:30PM,@CHA,"$5,100",-,-,Patrick Williams,CHI,SF/PF,Patrick Williams-CHI,5100,2023-01-26 16:30:29.131935
-,Saben Lee (PHO - PG),10:00PM,DAL,"$4,100",-,-,Saben Lee,PHX,PG,Saben Lee-PHX,4100,2023-01-26 16:30:29.131935
243,Nick Richards (CHA - C),7:30PM,CHI,"$3,800",-,-,Nick Richards,CHA,C,Nick Richards-CHA,3800,2023-01-26 16:30:29.131935
90,Tre Jones (SAS - PG),10:30PM,@LAC,"$6,300","$6,500",-200,Tre Jones,SAS,PG,Tre Jones-SAS,6300,2023-01-26 16:30:29.131935
127,Devin Vassell (SAS - SG),10:30PM,@LAC,"$6,500","$6,500",0,Devin Vassell,SAS,SG,Devin Vassell-SAS,6500,2023-01-26 16:30:29.131935
301,Josh Green (DAL - SG),10:00PM,@PHO,"$4,300",-,-,Josh Green,DAL,SG,Josh Green-DAL,4300,2023-01-26 16:30:29.131935
113,Saddiq Bey (DET - SF),7:30PM,@BKN,"$6,300",-,-,Saddiq Bey,DET,SF,Saddiq Bey-DET,6300,2023-01-26 16:30:29.131935
-,Payton Pritchard (BOS - PG/SG),7:30PM,NYK,"$4,400",-,-,Payton Pritchard,BOS,PG/SG,Payton Pritchard-BOS,4400,2023-01-26 16:30:29.131935
190,Obi Toppin (NYK - PF),7:30PM,@BOS,"$3,800",-,-,Obi Toppin,NYK,PF,Obi Toppin-NYK,3800,2023-01-26 16:30:29.131935
280,Isaac Okoro (CLE - SF/SG),8:00PM,@HOU,"$4,600",-,-,Isaac Okoro,CLE,SF/SG,Isaac Okoro-CLE,4600,2023-01-26 16:30:29.131935
167,Immanuel Quickley (NYK - SG/PG),7:30PM,@BOS,"$5,100",-,-,Immanuel Quickley,NYK,SG/PG,Immanuel Quickley-NYK,5100,2023-01-26 16:30:29.131935
-,Lamar Stevens (CLE - PF),8:00PM,@HOU,"$3,900",-,-,Lamar Stevens,CLE,PF,Lamar Stevens-CLE,3900,2023-01-26 16:30:29.131935
-,Davis Bertans (DAL - SF),10:00PM,@PHO,"$3,600",-,-,Davis Bertans,DAL,SF,Davis Bertans-DAL,3600,2023-01-26 16:30:29.131935
23,LaMelo Ball (CHA - PG),7:30PM,CHI,"$9,000",-,-,LaMelo Ball,CHA,PG,LaMelo Ball-CHA,9000,2023-01-26 16:30:29.131935
140,Killian Hayes (DET - PG),7:30PM,@BKN,"$6,700",-,-,Killian Hayes,DET,PG,Killian Hayes-DET,6700,2023-01-26 16:30:29.131935
213,Kenyon Martin Jr. (HOU - SF/PF),8:00PM,CLE,"$5,500","$5,300",+200,Kenyon Martin,HOU,SF/PF,Kenyon Martin-HOU,5500,2023-01-26 16:30:29.131935
-,Marko Simonovic (CHI - C),7:30PM,@CHA,"$3,500",-,-,Marko Simonovic,CHI,C,Marko Simonovic-CHI,3500,2023-01-26 16:30:29.131935
-,Theo Maledon (CHA - PG),7:30PM,CHI,"$3,800",-,-,Theo Maledon,CHA,PG,Theo Maledon-CHA,3800,2023-01-26 16:30:29.131935
169,Jae'Sean Tate (HOU - SF/PF),8:00PM,CLE,"$4,300","$4,500",-200,Jae'Sean Tate,HOU,SF/PF,Jae'Sean Tate-HOU,4300,2023-01-26 16:30:29.131935
-,Mamadi Diakite (CLE - PF),8:00PM,@HOU,"$3,500",-,-,Mamadi Diakite,CLE,PF,Mamadi Diakite-CLE,3500,2023-01-26 16:30:29.131935
108,Spencer Dinwiddie (DAL - PG/SG),10:00PM,@PHO,"$6,800",-,-,Spencer Dinwiddie,DAL,PG/SG,Spencer Dinwiddie-DAL,6800,2023-01-26 16:30:29.131935
162,Andre Drummond (CHI - C),7:30PM,@CHA,"$3,800",-,-,Andre Drummond,CHI,C,Andre Drummond-CHI,3800,2023-01-26 16:30:29.131935
181,Seth Curry (BKN - PG/SG),7:30PM,DET,"$4,900","$4,800",+100,Seth Curry,BKN,PG/SG,Seth Curry-BKN,4900,2023-01-26 16:30:29.131935
122,Mason Plumlee (CHA - C),7:30PM,CHI,"$7,600",-,-,Mason Plumlee,CHA,C,Mason Plumlee-CHA,7600,2023-01-26 16:30:29.131935
-,Rodney McGruder (DET - SG),7:30PM,@BKN,"$3,500",-,-,Rodney McGruder,DET,SG,Rodney McGruder-DET,3500,2023-01-26 16:30:29.131935
-,Gorgui Dieng (SAS - C),10:30PM,@LAC,"$3,600","$3,900",-300,Gorgui Dieng,SAS,C,Gorgui Dieng-SAS,3600,2023-01-26 16:30:29.131935
-,Josh Christopher (HOU - SG),8:00PM,CLE,"$3,600","$3,500",+100,Josh Christopher,HOU,SG,Josh Christopher-HOU,3600,2023-01-26 16:30:29.131935
-,Brandon Boston Jr. (LAC - SG),10:30PM,SAS,"$3,500",-,-,Brandon Boston,LAC,SG,Brandon Boston-LAC,3500,2023-01-26 16:30:29.131935
-,Jason Preston (LAC - PG),10:30PM,SAS,"$3,500",-,-,Jason Preston,LAC,PG,Jason Preston-LAC,3500,2023-01-26 16:30:29.131935
183,Cade Cunningham (DET - PG/SG),7:30PM,@BKN,"$3,500",-,-,Cade Cunningham,DET,PG/SG,Cade Cunningham-DET,3500,2023-01-26 16:30:29.131935
208,Isaiah Livers (DET - PF),7:30PM,@BKN,"$4,000",-,-,Isaiah Livers,DET,PF,Isaiah Livers-DET,4000,2023-01-26 16:30:29.131935
-,JT Thor (CHA - PF),7:30PM,CHI,"$3,600",-,-,JT Thor,CHA,PF,JT Thor-CHA,3600,2023-01-26 16:30:29.131935
-,Kai Jones (CHA - C),7:30PM,CHI,"$3,500",-,-,Kai Jones,CHA,C,Kai Jones-CHA,3500,2023-01-26 16:30:29.131935
-,James Bouknight (CHA - SG),7:30PM,CHI,"$3,500",-,-,James Bouknight,CHA,SG,James Bouknight-CHA,3500,2023-01-26 16:30:29.131935
-,Miles McBride (NYK - PG),7:30PM,@BOS,"$3,700",-,-,Miles McBride,NYK,PG,Miles McBride-NYK,3700,2023-01-26 16:30:29.131935
-,Jericho Sims (NYK - C),7:30PM,@BOS,"$4,800",-,-,Jericho Sims,NYK,C,Jericho Sims-NYK,4800,2023-01-26 16:30:29.131935
188,Quentin Grimes (NYK - SG/SF),7:30PM,@BOS,"$4,600",-,-,Quentin Grimes,NYK,SG/SF,Quentin Grimes-NYK,4600,2023-01-26 16:30:29.131935
-,Kessler Edwards (BKN - SF),7:30PM,DET,"$3,500","$3,500",0,Kessler Edwards,BKN,SF,Kessler Edwards-BKN,3500,2023-01-26 16:30:29.131935
-,Cam Thomas (BKN - SG),7:30PM,DET,"$3,900","$4,000",-100,Cam Thomas,BKN,SG,Cam Thomas-BKN,3900,2023-01-26 16:30:29.131935
258,Day'Ron Sharpe (BKN - PF),7:30PM,DET,"$3,600","$3,600",0,Day'Ron Sharpe,BKN,PF,Day'Ron Sharpe-BKN,3600,2023-01-26 16:30:29.131935
276,Charles Bassey (SAS - C),10:30PM,@LAC,"$3,500","$3,800",-300,Charles Bassey,SAS,C,Charles Bassey-SAS,3500,2023-01-26 16:30:29.131935
39,Evan Mobley (CLE - PF/C),8:00PM,@HOU,"$7,000",-,-,Evan Mobley,CLE,PF/C,Evan Mobley-CLE,7000,2023-01-26 16:30:29.131935
180,Ayo Dosunmu (CHI - PG/SG),7:30PM,@CHA,"$4,300",-,-,Ayo Dosunmu,CHI,PG/SG,Ayo Dosunmu-CHI,4300,2023-01-26 16:30:29.131935
300,Usman Garuba (HOU - PF),8:00PM,CLE,"$3,700","$3,800",-100,Usman Garuba,HOU,PF,Usman Garuba-HOU,3700,2023-01-26 16:30:29.131935
87,Jalen Green (HOU - SG/PG),8:00PM,CLE,"$8,100","$8,000",+100,Jalen Green,HOU,SG/PG,Jalen Green-HOU,8100,2023-01-26 16:30:29.131935
42,Alperen Sengun (HOU - C),8:00PM,CLE,"$8,300","$8,400",-100,Alperen Sengun,HOU,C,Alperen Sengun-HOU,8300,2023-01-26 16:30:29.131935
246,Jae Crowder (PHO - PF/SF),10:00PM,DAL,"$3,500",-,-,Jae Crowder,PHX,PF/SF,Jae Crowder-PHX,3500,2023-01-26 16:30:29.131935
302,Jock Landale (PHO - C),10:00PM,DAL,"$4,700",-,-,Jock Landale,PHX,C,Jock Landale-PHX,4700,2023-01-26 16:30:29.131935
-,Ish Wainright (PHO - SF),10:00PM,DAL,"$3,700",-,-,Ish Wainright,PHX,SF,Ish Wainright-PHX,3700,2023-01-26 16:30:29.131935
-,Duane Washington Jr. (PHO - SG),10:00PM,DAL,"$3,800",-,-,Duane Washington,PHX,SG,Duane Washington-PHX,3800,2023-01-26 16:30:29.131935
158,Tim Hardaway Jr. (DAL - SG/SF),10:00PM,@PHO,"$5,300",-,-,Tim Hardaway,DAL,SG/SF,Tim Hardaway-DAL,5300,2023-01-26 16:30:29.131935
308,Sam Hauser (BOS - SF),7:30PM,NYK,"$3,800",-,-,Sam Hauser,BOS,SF,Sam Hauser-BOS,3800,2023-01-26 16:30:29.131935
217,Reggie Bullock (DAL - SG/SF),10:00PM,@PHO,"$4,400",-,-,Reggie Bullock,DAL,SG/SF,Reggie Bullock-DAL,4400,2023-01-26 16:30:29.131935
-,A.J. Lawson (DAL - SG),10:00PM,@PHO,"$3,500",-,-,A.J. Lawson,DAL,SG,A.J. Lawson-DAL,3500,2023-01-26 16:30:29.131935
-,Carlik Jones (CHI - PG),7:30PM,@CHA,"$3,500",-,-,Carlik Jones,CHI,PG,Carlik Jones-CHI,3500,2023-01-26 16:30:29.131935
-,Daishen Nix (HOU - PG),8:00PM,CLE,"$3,500","$3,700",-200,Daishen Nix,HOU,PG,Daishen Nix-HOU,3500,2023-01-26 16:30:29.131935
-,Malcolm Hill (CHI - SF),7:30PM,@CHA,"$3,500",-,-,Malcolm Hill,CHI,SF,Malcolm Hill-CHI,3500,2023-01-26 16:30:29.131935
-,Dru Smith (BKN - SG),7:30PM,DET,"$3,500","$3,600",-100,Dru Smith,BKN,SG,Dru Smith-BKN,3500,2023-01-26 16:30:29.131935
-,David Duke Jr. (BKN - SG),7:30PM,DET,"$3,500","$3,500",0,David Duke,BKN,SG,David Duke-BKN,3500,2023-01-26 16:30:29.131935
252,Dwight Powell (DAL - C/PF),10:00PM,@PHO,"$4,300",-,-,Dwight Powell,DAL,C/PF,Dwight Powell-DAL,4300,2023-01-26 16:30:29.131935
187,Josh Richardson (SAS - SF/SG),10:30PM,@LAC,"$5,600","$5,900",-300,Josh Richardson,SAS,SF/SG,Josh Richardson-SAS,5600,2023-01-26 16:30:29.131935
141,Norman Powell (LAC - SF/SG),10:30PM,SAS,"$6,400",-,-,Norman Powell,LAC,SF/SG,Norman Powell-LAC,6400,2023-01-26 16:30:29.131935
121,Malcolm Brogdon (BOS - PG/SG),7:30PM,NYK,"$5,800",-,-,Malcolm Brogdon,BOS,PG/SG,Malcolm Brogdon-BOS,5800,2023-01-26 16:30:29.131935
199,Joe Harris (BKN - SG/SF),7:30PM,DET,"$4,600","$4,400",+200,Joe Harris,BKN,SG/SF,Joe Harris-BKN,4600,2023-01-26 16:30:29.131935
131,Dorian Finney-Smith (DAL - SF/PF),10:00PM,@PHO,"$4,600",-,-,Dorian Finney-Smith,DAL,SF/PF,Dorian Finney-Smith-DAL,4600,2023-01-26 16:30:29.131935
-,Trevor Hudgins (HOU - PG),8:00PM,CLE,"$3,500","$3,500",0,Trevor Hudgins,HOU,PG,Trevor Hudgins-HOU,3500,2023-01-26 16:30:29.131935
307,Malaki Branham (SAS - SF),10:30PM,@LAC,"$4,000","$3,900",+100,Malaki Branham,SAS,SF,Malaki Branham-SAS,4000,2023-01-26 16:30:29.131935
210,Jeremy Sochan (SAS - SF/PF),10:30PM,@LAC,"$5,300","$5,100",+200,Jeremy Sochan,SAS,SF/PF,Jeremy Sochan-SAS,5300,2023-01-26 16:30:29.131935
-,Blake Wesley (SAS - SG),10:30PM,@LAC,"$3,500","$3,500",0,Blake Wesley,SAS,SG,Blake Wesley-SAS,3500,2023-01-26 16:30:29.131935
-,JD Davison (BOS - PG),7:30PM,NYK,"$3,500",-,-,JD Davison,BOS,PG,JD Davison-BOS,3500,2023-01-26 16:30:29.131935
-,Dalen Terry (CHI - SG),7:30PM,@CHA,"$3,500",-,-,Dalen Terry,CHI,SG,Dalen Terry-CHI,3500,2023-01-26 16:30:29.131935
-,Moussa Diabate (LAC - PF),10:30PM,SAS,"$3,600",-,-,Moussa Diabate,LAC,PF,Moussa Diabate-LAC,3600,2023-01-26 16:30:29.131935
96,Jabari Smith Jr. (HOU - PF),8:00PM,CLE,"$5,700","$5,800",-100,Jabari Smith,HOU,PF,Jabari Smith-HOU,5700,2023-01-26 16:30:29.131935
-,TyTy Washington Jr. (HOU - PG),8:00PM,CLE,"$3,600","$3,600",0,TyTy Washington,HOU,PG,TyTy Washington-HOU,3600,2023-01-26 16:30:29.131935
205,Tari Eason (HOU - SF),8:00PM,CLE,"$5,000","$4,700",+300,Tari Eason,HOU,SF,Tari Eason-HOU,5000,2023-01-26 16:30:29.131935
-,Trevor Keels (NYK - SG),7:30PM,@BOS,"$3,500",-,-,Trevor Keels,NYK,SG,Trevor Keels-NYK,3500,2023-01-26 16:30:29.131935
171,Jalen Duren (DET - C),7:30PM,@BKN,"$6,200",-,-,Jalen Duren,DET,C,Jalen Duren-DET,6200,2023-01-26 16:30:29.131935
146,Jaden Ivey (DET - SG),7:30PM,@BKN,"$6,200",-,-,Jaden Ivey,DET,SG,Jaden Ivey-DET,6200,2023-01-26 16:30:29.131935
-,Isaiah Mobley (CLE - PF),8:00PM,@HOU,"$3,500",-,-,Isaiah Mobley,CLE,PF,Isaiah Mobley-CLE,3500,2023-01-26 16:30:29.131935
-,Bryce McGowens (CHA - SG),7:30PM,CHI,"$3,900",-,-,Bryce McGowens,CHA,SG,Bryce McGowens-CHA,3900,2023-01-26 16:30:29.131935
233,Mark Williams (CHA - C),7:30PM,CHI,"$4,500",-,-,Mark Williams,CHA,C,Mark Williams-CHA,4500,2023-01-26 16:30:29.131935
-,Jaden Hardy (DAL - SG),10:00PM,@PHO,"$3,900",-,-,Jaden Hardy,DAL,SG,Jaden Hardy-DAL,3900,2023-01-26 16:30:29.131935
-,Dominick Barlow (SAS - SF),10:30PM,@LAC,"$3,500","$3,500",0,Dominick Barlow,SAS,SF,Dominick Barlow-SAS,3500,2023-01-26 16:30:29.131935
-,Buddy Boeheim (DET - SG),7:30PM,@BKN,"$3,500",-,-,Buddy Boeheim,DET,SG,Buddy Boeheim-DET,3500,2023-01-26 16:30:29.131935
-,Darius Days (HOU - PF),8:00PM,CLE,"$3,500","$3,500",0,Darius Days,HOU,PF,Darius Days-HOU,3500,2023-01-26 16:30:29.131935
-,Jared Rhoden (DET - SG),7:30PM,@BKN,"$3,500",-,-,Jared Rhoden,DET,SG,Jared Rhoden-DET,3500,2023-01-26 16:30:29.131935
270,Doug McDermott (SAS - PF/SF),10:30PM,@LAC,"$4,300","$4,300",0,Doug McDermott,SAS,PF/SF,Doug McDermott-SAS,4300,2023-01-26 16:30:29.131935
118,Royce O'Neale (BKN - SF/PF),7:30PM,DET,"$5,600","$5,400",+200,Royce O'Neale,BKN,SF/PF,Royce O'Neale-BKN,5600,2023-01-26 16:30:29.131935
295,Damion Lee (PHO - SG),10:00PM,DAL,"$4,100",-,-,Damion Lee,PHX,SG,Damion Lee-PHX,4100,2023-01-26 16:30:29.131935
189,Torrey Craig (PHO - SF/PF),10:00PM,DAL,"$4,800",-,-,Torrey Craig,PHX,SF/PF,Torrey Craig-PHX,4800,2023-01-26 16:30:29.131935
173,Robert Covington (LAC - PF/SF),10:30PM,SAS,"$4,700",-,-,Robert Covington,LAC,PF/SF,Robert Covington-LAC,4700,2023-01-26 16:30:29.131935
203,Evan Fournier (NYK - SG/SF),7:30PM,@BOS,"$3,600",-,-,Evan Fournier,NYK,SG/SF,Evan Fournier-NYK,3600,2023-01-26 16:30:29.131935
231,T.J. Warren (BKN - SF/PF),7:30PM,DET,"$4,500","$4,700",-200,T.J. Warren,BKN,SF/PF,T.J. Warren-BKN,4500,2023-01-26 16:30:29.131935
78,Marcus Smart (BOS - SG/PG),7:30PM,NYK,"$6,300",-,-,Marcus Smart,BOS,SG/PG,Marcus Smart-BOS,6300,2023-01-26 16:30:29.131935
-,Ryan Arcidiacono (NYK - PG/SG),7:30PM,@BOS,"$3,500",-,-,Ryan Arcidiacono,NYK,PG/SG,Ryan Arcidiacono-NYK,3500,2023-01-26 16:30:29.131935
157,Caris LeVert (CLE - SG/SF),8:00PM,@HOU,"$5,500",-,-,Caris LeVert,CLE,SG/SF,Caris LeVert-CLE,5500,2023-01-26 16:30:29.131935
241,Nerlens Noel (DET - C),7:30PM,@BKN,"$3,800",-,-,Nerlens Noel,DET,C,Nerlens Noel-DET,3800,2023-01-26 16:30:29.131935
143,Alex Caruso (CHI - PG/SG),7:30PM,@CHA,"$5,600",-,-,Alex Caruso,CHI,PG/SG,Alex Caruso-CHI,5600,2023-01-26 16:30:29.131935
-,Raul Neto (CLE - PG),8:00PM,@HOU,"$3,600",-,-,Raul Neto,CLE,PG,Raul Neto-CLE,3600,2023-01-26 16:30:29.131935
41,Zach LaVine (CHI - SG/SF),7:30PM,@CHA,"$7,800",-,-,Zach LaVine,CHI,SG/SF,Zach LaVine-CHI,7800,2023-01-26 16:30:29.131935
-,Luke Kornet (BOS - PF),7:30PM,NYK,"$3,800",-,-,Luke Kornet,BOS,PF,Luke Kornet-BOS,3800,2023-01-26 16:30:29.131935
62,Christian Wood (DAL - PF/C),10:00PM,@PHO,"$8,000",-,-,Christian Wood,DAL,PF/C,Christian Wood-DAL,8000,2023-01-26 16:30:29.131935
45,Julius Randle (NYK - PF/C),7:30PM,@BOS,"$10,000",-,-,Julius Randle,NYK,PF/C,Julius Randle-NYK,10000,2023-01-26 16:30:29.131935
60,Terry Rozier (CHA - SG/PG),7:30PM,CHI,"$8,300",-,-,Terry Rozier,CHA,SG/PG,Terry Rozier-CHA,8300,2023-01-26 16:30:29.131935
227,Cameron Payne (PHO - PG/SG),10:00PM,DAL,"$4,700",-,-,Cameron Payne,PHX,PG/SG,Cameron Payne-PHX,4700,2023-01-26 16:30:29.131935
126,Derrick White (BOS - PG/SG),7:30PM,NYK,"$6,000",-,-,Derrick White,BOS,PG/SG,Derrick White-BOS,6000,2023-01-26 16:30:29.131935
-,Dario Saric (PHO - PF),10:00PM,DAL,"$5,300",-,-,Dario Saric,PHX,PF,Dario Saric-PHX,5300,2023-01-26 16:30:29.131935
-,Justin Jackson (BOS - SF),7:30PM,NYK,"$3,500",-,-,Justin Jackson,BOS,SF,Justin Jackson-BOS,3500,2023-01-26 16:30:29.131935
165,Kelly Oubre Jr. (CHA - SF/SG),7:30PM,CHI,"$6,700",-,-,Kelly Oubre,CHA,SF/SG,Kelly Oubre-CHA,6700,2023-01-26 16:30:29.131935
-,Edmond Sumner (BKN - PG/SG),7:30PM,DET,"$3,700","$3,800",-100,Edmond Sumner,BKN,PG/SG,Edmond Sumner-BKN,3700,2023-01-26 16:30:29.131935
-,Stanley Johnson (SAS - SF),10:30PM,@LAC,"$3,800","$3,900",-100,Stanley Johnson,SAS,SF,Stanley Johnson-SAS,3800,2023-01-26 16:30:29.131935
61,Jakob Poeltl (SAS - C),10:30PM,@LAC,"$6,800","$7,000",-200,Jakob Poeltl,SAS,C,Jakob Poeltl-SAS,6800,2023-01-26 16:30:29.131935
92,Devin Booker (PHO - SG),10:00PM,DAL,"$9,000",-,-,Devin Booker,PHX,SG,Devin Booker-PHX,9000,2023-01-26 16:30:29.131935
-,Cedi Osman (CLE - SF/PF),8:00PM,@HOU,"$3,900",-,-,Cedi Osman,CLE,SF/PF,Cedi Osman-CLE,3900,2023-01-26 16:30:29.131935
-,Boban Marjanovic (HOU - C),8:00PM,CLE,"$3,500","$3,500",0,Boban Marjanovic,HOU,C,Boban Marjanovic-HOU,3500,2023-01-26 16:30:29.131935
209,Luke Kennard (LAC - SG/SF),10:30PM,SAS,"$3,600",-,-,Luke Kennard,LAC,SG/SF,Luke Kennard-LAC,3600,2023-01-26 16:30:29.131935
7,Donovan Mitchell (CLE - SG/PG),8:00PM,@HOU,"$8,600",-,-,Donovan Mitchell,CLE,SG/PG,Donovan Mitchell-CLE,8600,2023-01-26 16:30:29.131935
74,Ben Simmons (BKN - PG/PF),7:30PM,DET,"$6,800","$7,000",-200,Ben Simmons,BKN,PG/PF,Ben Simmons-BKN,6800,2023-01-26 16:30:29.131935
-,Derrick Jones Jr. (CHI - SF/PF),7:30PM,@CHA,"$3,800",-,-,Derrick Jones,CHI,SF/PF,Derrick Jones-CHI,3800,2023-01-26 16:30:29.131935
28,Jaylen Brown (BOS - SF/SG),7:30PM,NYK,"$8,500",-,-,Jaylen Brown,BOS,SF/SG,Jaylen Brown-BOS,8500,2023-01-26 16:30:29.131935
70,Ivica Zubac (LAC - C),10:30PM,SAS,"$6,100",-,-,Ivica Zubac,LAC,C,Ivica Zubac-LAC,6100,2023-01-26 16:30:29.131935
195,Lonzo Ball (CHI - PG),7:30PM,@CHA,"$3,500",-,-,Lonzo Ball,CHI,PG,Lonzo Ball-CHI,3500,2023-01-26 16:30:29.131935
5,Jayson Tatum (BOS - PF/SF),7:30PM,NYK,"$11,300",-,-,Jayson Tatum,BOS,PF/SF,Jayson Tatum-BOS,11300,2023-01-26 16:30:29.131935
-,Frank Ntilikina (DAL - PG),10:00PM,@PHO,"$3,500",-,-,Frank Ntilikina,DAL,PG,Frank Ntilikina-DAL,3500,2023-01-26 16:30:29.131935
234,Dennis Smith Jr. (CHA - PG),7:30PM,CHI,"$5,300",-,-,Dennis Smith,CHA,PG,Dennis Smith-CHA,5300,2023-01-26 16:30:29.131935
159,Zach Collins (SAS - PF/C),10:30PM,@LAC,"$5,300","$5,400",-100,Zach Collins,SAS,PF/C,Zach Collins-SAS,5300,2023-01-26 16:30:29.131935
30,Jarrett Allen (CLE - C/PF),8:00PM,@HOU,"$7,700",-,-,Jarrett Allen,CLE,C/PF,Jarrett Allen-CLE,7700,2023-01-26 16:30:29.131935
-,Tony Bradley (CHI - PF/C),7:30PM,@CHA,"$3,500",-,-,Tony Bradley,CHI,PF/C,Tony Bradley-CHI,3500,2023-01-26 16:30:29.131935
184,Isaiah Hartenstein (NYK - PF/C),7:30PM,@BOS,"$4,400",-,-,Isaiah Hartenstein,NYK,PF/C,Isaiah Hartenstein-NYK,4400,2023-01-26 16:30:29.131935
244,Maxi Kleber (DAL - PF/C),10:00PM,@PHO,"$4,500",-,-,Maxi Kleber,DAL,PF/C,Maxi Kleber-DAL,4500,2023-01-26 16:30:29.131935
3,Luka Doncic (DAL - PG/SG),10:00PM,@PHO,"$12,000",-,-,Luka Doncic,DAL,PG/SG,Luka Doncic-DAL,12000,2023-01-26 16:30:29.131935
37,Mikal Bridges (PHO - SG/SF),10:00PM,DAL,"$7,400",-,-,Mikal Bridges,PHX,SG/SF,Mikal Bridges-PHX,7400,2023-01-26 16:30:29.131935
32,Deandre Ayton (PHO - C),10:00PM,DAL,"$7,500",-,-,Deandre Ayton,PHX,C,Deandre Ayton-PHX,7500,2023-01-26 16:30:29.131935
-,Kevin Knox II (DET - SF/PF),7:30PM,@BKN,"$3,700",-,-,Kevin Knox II,DET,SF/PF,Kevin Knox II-DET,3700,2023-01-26 16:30:29.131935
242,Marvin Bagley III (DET - PF/C),7:30PM,@BKN,"$4,600",-,-,Marvin Bagley,DET,PF/C,Marvin Bagley-DET,4600,2023-01-26 16:30:29.131935
-,Keita Bates-Diop (SAS - PF),10:30PM,@LAC,"$3,700","$3,900",-200,Keita Bates-Diop,SAS,PF,Keita Bates-Diop-SAS,3700,2023-01-26 16:30:29.131935
-,Josh Okogie (PHO - SF/SG),10:00PM,DAL,"$4,400",-,-,Josh Okogie,PHX,SF/SG,Josh Okogie-PHX,4400,2023-01-26 16:30:29.131935
48,Jalen Brunson (NYK - PG/SG),7:30PM,@BOS,"$7,900",-,-,Jalen Brunson,NYK,PG/SG,Jalen Brunson-NYK,7900,2023-01-26 16:30:29.131935
-,Hamidou Diallo (DET - SG/SF),7:30PM,@BKN,"$4,700",-,-,Hamidou Diallo,DET,SG/SF,Hamidou Diallo-DET,4700,2023-01-26 16:30:29.131935
76,Robert Williams III (BOS - PF/C),7:30PM,NYK,"$5,700",-,-,Robert Williams,BOS,PF/C,Robert Williams-BOS,5700,2023-01-26 16:30:29.131935
67,Mitchell Robinson (NYK - C),7:30PM,@BOS,"$6,200",-,-,Mitchell Robinson,NYK,C,Mitchell Robinson-NYK,6200,2023-01-26 16:30:29.131935
-,Svi Mykhailiuk (NYK - SG),7:30PM,@BOS,"$3,500",-,-,Svi Mykhailiuk,NYK,SG,Svi Mykhailiuk-NYK,3500,2023-01-26 16:30:29.131935
263,Landry Shamet (PHO - SG),10:00PM,DAL,"$4,200",-,-,Landry Shamet,PHX,SG,Landry Shamet-PHX,4200,2023-01-26 16:30:29.131935
268,Yuta Watanabe (BKN - SG),7:30PM,DET,"$3,700","$3,800",-100,Yuta Watanabe,BKN,SG,Yuta Watanabe-BKN,3700,2023-01-26 16:30:29.131935
-,Theo Pinson (DAL - SG/SF),10:00PM,@PHO,"$3,600",-,-,Theo Pinson,DAL,SG/SF,Theo Pinson-DAL,3600,2023-01-26 16:30:29.131935
86,Al Horford (BOS - C/PF),7:30PM,NYK,"$5,500",-,-,Al Horford,BOS,C/PF,Al Horford-BOS,5500,2023-01-26 16:30:29.131935
254,Derrick Rose (NYK - PG/SG),7:30PM,@BOS,"$3,500",-,-,Derrick Rose,NYK,PG/SG,Derrick Rose-NYK,3500,2023-01-26 16:30:29.131935
220,Eric Gordon (HOU - SF/SG),8:00PM,CLE,"$5,400","$5,300",+100,Eric Gordon,HOU,SF/SG,Eric Gordon-HOU,5400,2023-01-26 16:30:29.131935
